"","participant","phase","day","group","N","slope","sd","first_result","second_result","Fgroup"
"730","30","1",11,"15",50,1.04693952898141,0.955992572723429,"F","F>0","creeping"
"731","30","1",12,"15",50,0.941727569005362,1.16942473409278,"F","F>0","creeping"
"732","30","1",13,"15",50,0.0332884948528656,1.45600405936844,"F","F>0","creeping"
"733","30","2",1,"15",50,-2.12667873532292,0.388237833577746,"F","F>0","creeping"
"734","30","2",2,"15",50,-1.83120571112256,0.464713798066706,"F","F>0","creeping"
"735","30","2",3,"15",50,-1.31060251976584,0.774907002044379,"F","F>0","creeping"
"736","30","2",4,"15",50,-1.30692336706916,0.953828347951637,"F","F>0","creeping"
"737","30","2",5,"15",50,-0.214284251591045,1.1608534658611,"F","F>0","creeping"
"738","30","2",6,"15",50,-0.325461249000677,1.14635414285852,"F","F>0","creeping"
"739","30","2",7,"15",50,-1.52601502594564,0.452726782351675,"F","F>0","creeping"
"740","30","2",8,"15",50,0.00232732772711375,1.22294777611996,"F","F>0","creeping"
"741","30","2",9,"15",50,-0.697812029600238,1.22988888308135,"F","F>0","creeping"
"742","30","2",10,"15",50,-1.4230691638766,0.408929235971052,"F","F>0","creeping"
"743","30","2",11,"15",50,-1.7729054598656,0.412142059827391,"F","F>0","creeping"
"744","30","2",12,"15",50,-1.7448064483374,0.429744628533564,"F","F>0","creeping"
"745","30","2",13,"15",50,-1.57845882637989,0.315933273609962,"F","F>0","creeping"
"746","30","2",14,"15",50,-1.54968619730588,0.330608290638198,"F","F>0","creeping"
"747","30","2",15,"15",50,-1.55036500190149,0.322156204185811,"F","F>0","creeping"
"748","31","1",1,"15",50,-2.6291437719431,1.23697182011559,"F","F>0","creeping"
"749","31","1",2,"15",50,-1.25720145254718,0.380902485842173,"F","F>0","creeping"
"750","31","1",3,"15",50,-1.5240754970849,0.347407445989627,"F","F>0","creeping"
"751","31","1",4,"15",50,-1.80578862031307,0.412728887805953,"F","F>0","creeping"
"752","31","1",5,"15",50,-1.5166086951709,0.426163563693366,"F","F>0","creeping"
"753","31","1",6,"15",50,-1.65417469752655,0.4271576564492,"F","F>0","creeping"
"754","31","1",7,"15",49,-1.25992380211752,0.478081346488855,"F","F>0","creeping"
"755","31","1",8,"15",50,-0.892907279965766,0.61460916404518,"F","F>0","creeping"
"756","31","1",9,"15",50,-0.86602924262474,0.56481060255625,"F","F>0","creeping"
"757","31","1",10,"15",50,-0.834247195107355,0.570547614620117,"F","F>0","creeping"
"758","31","1",11,"15",50,-0.515421603488614,0.454888011488117,"F","F>0","creeping"
"759","31","1",12,"15",50,-0.244662855822033,0.688777103277229,"F","F>0","creeping"
"760","31","1",13,"15",50,0.747145517027864,0.654697764451243,"F","F>0","creeping"
"761","31","2",1,"15",50,0.941462466130989,0.830284048889663,"F","F>0","creeping"
"762","31","2",2,"15",50,0.227713435642731,0.855168921857059,"F","F>0","creeping"
"763","31","2",3,"15",50,-0.757474332015264,0.736129129096362,"F","F>0","creeping"
"764","31","2",4,"15",50,0.145463375931435,0.973370743635957,"F","F>0","creeping"
"765","31","2",5,"15",49,0.767730612244898,0.498141834388929,"F","F>0","creeping"
"766","31","2",6,"15",50,0.615692634260262,0.849293678853763,"F","F>0","creeping"
"767","31","2",7,"15",50,0.918845832420735,1.2871436489968,"F","F>0","creeping"
"768","31","2",8,"15",50,0.578852771803059,1.1136396529262,"F","F>0","creeping"
"769","31","2",9,"15",50,1.0210034240498,1.03996653396503,"F","F>0","creeping"
"770","31","2",10,"15",50,1.73890491604463,0.895801318461054,"F","F>0","creeping"
"771","31","2",11,"15",50,0.168604763076707,0.914590098418076,"F","F>0","creeping"
"772","31","2",12,"15",50,0.171532831688887,1.14286302506441,"F","F>0","creeping"
"773","31","2",13,"15",50,0.438136825125789,1.16275159189072,"F","F>0","creeping"
"774","31","2",14,"15",50,0.233959883586602,0.857315761173578,"F","F>0","creeping"
"775","31","2",15,"15",50,0.842266351551745,0.905578852169023,"F","F>0","creeping"
"776","32","1",1,"15",50,-1.71114172594177,0.632069791155146,"T","F<0","success"
"777","32","1",2,"15",50,-1.76779937707131,0.673204996253853,"T","F<0","success"
"778","32","1",3,"15",50,-0.849250096628066,1.1466398583892,"T","F<0","success"
"779","32","1",4,"15",50,3.20119651031119,0.879236525109613,"T","F<0","success"
"780","32","1",5,"15",50,2.7045676866114,1.12651235606576,"T","F<0","success"
"781","32","1",6,"15",50,2.92452386705019,0.571746707527155,"T","F<0","success"
"782","32","2",1,"15",50,-0.274205173119271,1.38728008358904,"T","F<0","success"
"783","32","2",2,"15",50,0.531121783044887,1.18554651423832,"T","F<0","success"
"784","32","2",3,"15",50,-1.09854280692481,0.740873755600864,"T","F<0","success"
"785","32","2",4,"15",50,0.84640388971527,0.792900134740759,"T","F<0","success"
"786","32","2",5,"15",50,0.854341932694867,0.741823013580761,"T","F<0","success"
"787","32","2",6,"15",50,0.806443139325112,0.736038287824984,"T","F<0","success"
"788","32","2",7,"15",50,1.09426267265931,0.542257877742236,"T","F<0","success"
"789","32","2",8,"15",50,0.587838826093702,0.995970717190989,"T","F<0","success"
"790","32","2",9,"15",50,0.755438645332057,0.777541879204201,"T","F<0","success"
"791","32","2",10,"15",50,1.073454,0.410029701368183,"T","F<0","success"
"792","32","2",11,"15",50,0.814596815255077,0.567296798994072,"T","F<0","success"
"793","32","2",12,"15",50,-0.110835067786529,1.05846645072194,"T","F<0","success"
"794","32","2",13,"15",50,-0.0621337146622893,1.13222890247018,"T","F<0","success"
"795","32","2",14,"15",50,0.735636097826043,0.856558821103144,"T","F<0","success"
"796","32","2",15,"15",50,0.569787778614621,0.938511718673472,"T","F<0","success"
"797","34","1",1,"20",50,-0.213288061663784,1.23609248568688,"T","F<0","success"
"798","34","1",2,"20",50,1.94012666797114,0.358392377645138,"T","F<0","success"
"799","34","1",3,"20",50,0.90790952472832,0.382643088377675,"T","F<0","success"
"800","34","1",4,"20",50,0.610790683120306,0.862779278940783,"T","F<0","success"
"801","34","1",5,"20",50,0.635950548518303,0.784679286429253,"T","F<0","success"
"802","34","1",6,"20",50,0.573302,0.641194955385837,"T","F<0","success"
"803","34","1",7,"20",50,1.22493,0.162984983970917,"T","F<0","success"
"804","34","1",8,"20",50,0.94197,0.198978237195807,"T","F<0","success"
"805","34","2",1,"20",50,-1.56285330869333,0.468115092017759,"T","F<0","success"
"806","34","2",2,"20",50,-0.64648401458637,0.919060586220194,"T","F<0","success"
"807","34","2",3,"20",50,-1.80822551717022,0.600685772146281,"T","F<0","success"
"808","34","2",4,"20",50,-1.87086302726289,0.458652522499624,"T","F<0","success"
"809","34","2",5,"20",50,-1.82848926088878,0.739354020547808,"T","F<0","success"
"810","34","2",6,"20",50,-1.76163970243148,0.369948737505139,"T","F<0","success"
"811","34","2",7,"20",50,-1.57964012736843,0.295109288624658,"T","F<0","success"
"812","34","2",8,"20",50,-1.50205217017678,0.432608383814735,"T","F<0","success"
"813","34","2",9,"20",50,-1.00167660546286,0.490556304745252,"T","F<0","success"
"814","34","2",10,"20",50,-1.18795196856531,0.44088011162999,"T","F<0","success"
"815","34","2",11,"20",50,-1.39376223571497,0.275127851330712,"T","F<0","success"
"816","34","2",12,"20",50,-1.41644596932848,0.449196019135936,"T","F<0","success"
"817","34","2",13,"20",50,-0.670663726427925,0.818252163372963,"T","F<0","success"
"818","34","2",14,"20",50,-0.774559966469142,0.789955176443564,"T","F<0","success"
"819","34","2",15,"20",50,-0.356588807729668,1.00569066549803,"T","F<0","success"
"820","35","1",1,"20",50,-0.941181516141329,0.599827286901373,"F","F>0","creeping"
"821","35","1",2,"20",50,-0.713711044648823,0.624715896947928,"F","F>0","creeping"
"822","35","1",3,"20",50,0.18104046866485,0.53197757809844,"F","F>0","creeping"
"823","35","1",4,"20",50,-0.329597275420176,0.566732963084479,"F","F>0","creeping"
"824","35","1",5,"20",50,-0.708356174378235,0.472329809703844,"F","F>0","creeping"
"825","35","1",6,"20",50,-0.437136,0.444156174849729,"F","F>0","creeping"
"826","35","1",7,"20",50,0.026302,0.413278892586039,"F","F>0","creeping"
"827","35","1",8,"20",50,0.028992,0.446815167392788,"F","F>0","creeping"
"828","35","1",9,"20",50,-0.09713,0.39946592521536,"F","F>0","creeping"
"829","35","1",10,"20",50,-0.026538,0.47932222466431,"F","F>0","creeping"
"830","35","1",11,"20",50,-0.108608,0.574429544831662,"F","F>0","creeping"
"831","35","1",12,"20",50,0.58741,0.640567775015068,"F","F>0","creeping"
"832","35","1",13,"20",50,0.027688,0.54260990220923,"F","F>0","creeping"
"833","35","2",1,"20",50,-1.18962679778544,0.385534823576989,"F","F>0","creeping"
"834","35","2",2,"20",50,-1.32311031547699,0.321953879804014,"F","F>0","creeping"
"835","35","2",3,"20",49,-1.27315748169182,0.266310886115798,"F","F>0","creeping"
"836","35","2",4,"20",50,-1.18084666511252,0.232650147857344,"F","F>0","creeping"
"837","35","2",5,"20",50,-1.32117560905358,0.264950024971006,"F","F>0","creeping"
"838","35","2",6,"20",50,-1.3877167559158,0.187539199292835,"F","F>0","creeping"
"839","35","2",7,"20",50,-0.94327978524175,0.318723176279212,"F","F>0","creeping"
"840","35","2",8,"20",50,-0.74332403232427,0.311293755284365,"F","F>0","creeping"
"841","35","2",9,"20",50,-0.819656561787608,0.295527274349504,"F","F>0","creeping"
"842","35","2",10,"20",50,-0.715931276595904,0.316508517231784,"F","F>0","creeping"
"843","35","2",11,"20",50,-0.694380681720791,0.373247195377981,"F","F>0","creeping"
"844","35","2",12,"20",50,-0.796544931005817,0.345961614392663,"F","F>0","creeping"
"845","35","2",13,"20",50,-0.637290599042249,0.374774879505313,"F","F>0","creeping"
"846","35","2",14,"20",50,-0.465496883985399,0.406943674392946,"F","F>0","creeping"
"847","35","2",15,"20",50,-0.486762499766212,0.389093101786372,"F","F>0","creeping"
"848","36","1",1,"20",50,-2.2042507728589,0.940250204195378,"T","F<0","success"
"849","36","1",2,"20",50,1.30834242623422,1.18633857963707,"T","F<0","success"
"850","36","1",3,"20",50,1.61197748736932,0.942320473526309,"T","F<0","success"
"851","36","1",4,"20",50,2.01465650692081,1.04854833507259,"T","F<0","success"
"852","36","1",5,"20",50,2.29502308070268,0.663084691216689,"T","F<0","success"
"853","36","1",6,"20",50,2.06422552558809,0.556374341020249,"T","F<0","success"
"854","36","2",1,"20",50,-1.4633791829873,1.03808223513485,"T","F<0","success"
"855","36","2",2,"20",50,-0.285476997433465,0.843112046247137,"T","F<0","success"
"856","36","2",3,"20",50,-0.260794233236075,0.812420849095888,"T","F<0","success"
"857","36","2",4,"20",50,-1.07593630138031,1.00576108148713,"T","F<0","success"
"858","36","2",5,"20",50,-0.813119390043836,0.902028908397218,"T","F<0","success"
"859","36","2",6,"20",50,-0.728074000256219,0.937679929342833,"T","F<0","success"
"860","36","2",7,"20",50,-0.869799349823768,0.815938237115109,"T","F<0","success"
"861","36","2",8,"20",50,-0.278627473346935,0.920887463759529,"T","F<0","success"
"862","36","2",9,"20",50,-0.303135595114488,1.01869559397324,"T","F<0","success"
"863","36","2",10,"20",50,-0.989431077257347,0.954952451804581,"T","F<0","success"
"864","36","2",11,"20",50,-0.802541862966938,0.771761599057351,"T","F<0","success"
"865","36","2",12,"20",50,-0.237696752668384,1.00552559059275,"T","F<0","success"
"866","36","2",13,"20",49,0.0422004474983345,0.798643674941168,"T","F<0","success"
"867","36","2",14,"20",50,-0.428743401199008,0.719949045840936,"T","F<0","success"
"868","36","2",15,"20",50,0.648486297805172,1.0570989679687,"T","F<0","success"
"869","37","1",1,"15",50,-1.96473232083823,1.07997978840816,"F","F>0","creeping"
"870","37","1",2,"15",50,-1.0038579125319,0.426037367386067,"F","F>0","creeping"
"871","37","1",3,"15",50,-1.15362162123284,0.390760809471647,"F","F>0","creeping"
"872","37","1",4,"15",50,-0.300019965412951,0.83153727829727,"F","F>0","creeping"
"873","37","1",5,"15",50,0.250289366754617,0.569708629261945,"F","F>0","creeping"
"874","37","1",6,"15",50,0.710137606714553,1.25002845131487,"F","F>0","creeping"
"875","37","1",7,"15",50,1.168328,0.707677167559979,"F","F>0","creeping"
"876","37","1",8,"15",50,1.30282288927741,0.909176280194317,"F","F>0","creeping"
"877","37","1",9,"15",50,0.190359237762446,0.932080262866574,"F","F>0","creeping"
"878","37","1",10,"15",50,0.476417444816054,0.805806638891323,"F","F>0","creeping"
"879","37","1",11,"15",50,1.07017920366891,0.82808900047675,"F","F>0","creeping"
"880","37","1",12,"15",50,0.859730683195133,0.886529657449798,"F","F>0","creeping"
"881","37","1",13,"15",50,0.667498341354227,1.34996822370112,"F","F>0","creeping"
"882","37","2",1,"15",50,1.22622959988915,1.44018592253556,"F","F>0","creeping"
"883","37","2",2,"15",50,1.32842357192063,1.13731971271124,"F","F>0","creeping"
"884","37","2",3,"15",50,0.954680327906438,1.28396311235844,"F","F>0","creeping"
"885","37","2",4,"15",50,0.26316177434819,0.794370597837093,"F","F>0","creeping"
"886","37","2",5,"15",50,0.52720998291231,0.932639883144562,"F","F>0","creeping"
"887","37","2",6,"15",50,0.287808139276076,0.737150279152651,"F","F>0","creeping"
"888","37","2",7,"15",50,0.993465226419874,0.939656850949849,"F","F>0","creeping"
"889","37","2",8,"15",50,0.502184547311816,1.03779974136001,"F","F>0","creeping"
"890","37","2",9,"15",50,1.72894570279695,1.04145419821877,"F","F>0","creeping"
"891","37","2",10,"15",50,0.931615396333282,1.15551515114256,"F","F>0","creeping"
"892","37","2",11,"15",50,1.69674100049127,1.00384786210664,"F","F>0","creeping"
"893","37","2",12,"15",50,1.13613910208413,1.43806077716926,"F","F>0","creeping"
"894","37","2",13,"15",50,0.734132574520378,1.32149647399617,"F","F>0","creeping"
"895","37","2",14,"15",50,0.704093084667811,1.55523475160295,"F","F>0","creeping"
"896","37","2",15,"15",50,0.575697421256428,1.58191117592287,"F","F>0","creeping"
"897","38","1",1,"20",50,-3.45444723225861,0.511475998063314,"F","F>0","creeping"
"898","38","1",2,"20",50,-3.80745330531645,0.701483948834346,"F","F>0","creeping"
"899","38","1",3,"20",50,-2.3858367679969,1.34587379753107,"F","F>0","creeping"
"900","38","1",4,"20",50,-0.582513306027808,1.06764392162218,"F","F>0","creeping"
"901","38","1",5,"20",50,-1.12013093962084,0.701133371904353,"F","F>0","creeping"
"902","38","1",6,"20",50,-0.863854074181359,0.588372762544596,"F","F>0","creeping"
"903","38","1",7,"20",50,2.3372655991548,0.648482595237166,"F","F>0","creeping"
"904","38","1",8,"20",50,-0.125244535272381,1.25534840479655,"F","F>0","creeping"
"905","38","1",9,"20",50,1.56873214304721,0.922385588459995,"F","F>0","creeping"
"906","38","1",10,"20",50,1.78910746592136,0.673873799608313,"F","F>0","creeping"
"907","38","1",11,"20",50,1.96293380383502,1.56357363711393,"F","F>0","creeping"
"908","38","1",12,"20",50,1.82564076247215,1.14292923449936,"F","F>0","creeping"
"909","38","1",13,"20",50,2.06659525064548,1.45608465236759,"F","F>0","creeping"
"910","38","2",1,"20",50,-2.79228711376549,0.324654385798542,"F","F>0","creeping"
"911","38","2",2,"20",50,-1.64087636856721,0.61888026004036,"F","F>0","creeping"
"912","38","2",3,"20",50,-1.65221325461498,0.372276139634772,"F","F>0","creeping"
"913","38","2",4,"20",50,-1.4779929994695,0.345529087249402,"F","F>0","creeping"
"914","38","2",5,"20",50,-1.65186990542993,0.319037325495864,"F","F>0","creeping"
"915","38","2",6,"20",50,-1.92824314063459,0.304297591393145,"F","F>0","creeping"
"916","38","2",7,"20",50,-1.9106803975522,0.239475235255046,"F","F>0","creeping"
"917","38","2",8,"20",50,-2.26271172333863,0.335361122965553,"F","F>0","creeping"
"918","38","2",9,"20",50,-1.9589704949468,0.257987246577919,"F","F>0","creeping"
"919","38","2",10,"20",50,-1.43277186452008,0.258808702784744,"F","F>0","creeping"
"920","38","2",11,"20",50,-2.18794613730671,0.213087306140795,"F","F>0","creeping"
"921","38","2",12,"20",50,-2.12628203578633,0.229509097543659,"F","F>0","creeping"
"922","38","2",13,"20",50,-2.14594830562939,0.187425695703532,"F","F>0","creeping"
"923","38","2",14,"20",50,-1.93318077040239,0.177111150131515,"F","F>0","creeping"
"924","38","2",15,"20",50,-2.01080833117235,0.292376540308053,"F","F>0","creeping"
"925","39","1",1,"15",50,-2.07914751251328,0.388587203322238,"F","F<0","dead"
"926","39","1",2,"15",50,-2.72193510289963,0.818420045813013,"F","F<0","dead"
"927","39","1",3,"15",50,-3.65763268939946,0.636168664271031,"F","F<0","dead"
"928","39","1",4,"15",50,-1.66928293372665,0.536398431725811,"F","F<0","dead"
"929","39","1",5,"15",50,-1.21450789472427,0.410721703581773,"F","F<0","dead"
"930","39","1",6,"15",50,-1.07392241832454,0.237678180457016,"F","F<0","dead"
"931","39","1",7,"15",50,-1.49431091352555,0.237965575872333,"F","F<0","dead"
"932","39","1",8,"15",50,-0.922350704700247,0.313615379681858,"F","F<0","dead"
"933","39","1",9,"15",50,-0.739073221628516,0.296858900642102,"F","F<0","dead"
"934","39","1",10,"15",50,-0.694832512917492,0.336146989766794,"F","F<0","dead"
"935","39","1",11,"15",50,-0.726982790374068,0.404803213132921,"F","F<0","dead"
"936","39","1",12,"15",50,-1.18910213953508,1.11877354121429,"F","F<0","dead"
"937","39","1",13,"15",50,-0.615025020733817,1.20151109460016,"F","F<0","dead"
"938","39","2",1,"15",50,-0.775609015210844,0.827260453219457,"F","F<0","dead"
"939","39","2",2,"15",50,-0.470751516925148,1.07602278436007,"F","F<0","dead"
"940","39","2",3,"15",50,0.213126641018649,0.825285199173481,"F","F<0","dead"
"941","39","2",4,"15",50,-0.895897090642727,0.663947271329177,"F","F<0","dead"
"942","39","2",5,"15",50,-0.107783271931035,0.787961611473461,"F","F<0","dead"
"943","39","2",6,"15",50,-0.265730540325641,0.805443064010886,"F","F<0","dead"
"944","39","2",7,"15",50,0.262780434908685,0.609744861189596,"F","F<0","dead"
"945","39","2",8,"15",50,0.535639165823931,0.726946275659642,"F","F<0","dead"
"946","39","2",9,"15",50,0.255830601792047,0.674435657174886,"F","F<0","dead"
"947","39","2",10,"15",50,-0.483368197978672,0.57963767450458,"F","F<0","dead"
"948","39","2",11,"15",50,-0.282225394712772,0.866176161364755,"F","F<0","dead"
"949","39","2",12,"15",50,0.0403653165400569,1.06108863817298,"F","F<0","dead"
"950","39","2",13,"15",50,-0.634858871019803,0.94282403761193,"F","F<0","dead"
"951","39","2",14,"15",50,0.227163372913122,0.984997096797882,"F","F<0","dead"
"952","39","2",15,"15",50,0.516132960630263,0.863627750064444,"F","F<0","dead"
"953","40","1",1,"20",50,0.842470541938464,1.30309484153407,"T","F<0","success"
"954","40","1",2,"20",50,0.985031253456221,0.395624667547558,"T","F<0","success"
"955","40","1",3,"20",49,0.979920408163265,0.456101773172936,"T","F<0","success"
"956","40","1",4,"20",50,1.37515040799083,0.394017759277271,"T","F<0","success"
"957","40","2",1,"20",50,-1.89023134629659,0.422006373871943,"T","F<0","success"
"958","40","2",2,"20",50,-0.731750216128023,0.829879657937871,"T","F<0","success"
"959","40","2",3,"20",50,-1.40225817773563,0.369970728020041,"T","F<0","success"
"960","40","2",4,"20",50,-1.33858332113666,0.539876043368235,"T","F<0","success"
"961","40","2",5,"20",50,-1.10048084293173,0.458192802708502,"T","F<0","success"
"962","40","2",6,"20",50,-1.86010865850281,0.374583064377931,"T","F<0","success"
"963","40","2",7,"20",50,-1.12760527015678,0.722305067049322,"T","F<0","success"
"964","40","2",8,"20",50,-1.1461190091605,0.532595681730863,"T","F<0","success"
"965","40","2",9,"20",50,-1.42367996991135,0.719086992144289,"T","F<0","success"
"966","40","2",10,"20",50,-1.41271213106821,0.690294590420381,"T","F<0","success"
"967","40","2",11,"20",50,-1.63803295614215,0.537475883000557,"T","F<0","success"
"968","40","2",12,"20",50,-1.49870011808903,0.741844200371581,"T","F<0","success"
"969","40","2",13,"20",50,-1.51917512557289,0.678316756238204,"T","F<0","success"
"970","40","2",14,"20",50,-0.939864727888205,0.362321397785564,"T","F<0","success"
"971","40","2",15,"20",50,-1.08873672912973,0.624306533338363,"T","F<0","success"
